Date,Cons,Irradiacao,PV_Out,Surplus
2018-01-16 20:00:00,124.5,0.0,0.0,-124.5
2018-01-16 21:00:00,106.0,0.0,0.0,-106.0
2018-01-16 22:00:00,95.75,0.0,0.0,-95.75
2018-01-16 23:00:00,91.75,0.0,0.0,-91.75
2018-01-17 00:00:00,87.0,0.0,0.0,-87.0
2018-01-17 01:00:00,83.0,0.0,0.0,-83.0
2018-01-17 02:00:00,83.5,0.0,0.0,-83.5
2018-01-17 03:00:00,82.0,0.0,0.0,-82.0
2018-01-17 04:00:00,80.5,0.0,0.0,-80.5
2018-01-17 05:00:00,82.25,0.0,0.0,-82.25
2018-01-17 06:00:00,87.0,0.0,0.0,-87.0
2018-01-17 07:00:00,107.5,0.125,76.89656249999999,-30.603437500000013
2018-01-17 08:00:00,153.0,0.335,206.08278750000002,53.08278750000002
2018-01-17 09:00:00,183.5,0.409,251.6055525,68.10555249999999
2018-01-17 10:00:00,210.5,0.442,271.906245,61.40624500000001
2018-01-17 11:00:00,221.75,0.449,276.2124524999999,54.46245249999993
2018-01-17 12:00:00,221.5,0.429,263.90900249999993,42.40900249999993
2018-01-17 13:00:00,213.5,0.407,250.37520749999996,36.87520749999996
2018-01-17 14:00:00,213.75,0.373,229.4593425,15.709342499999991
2018-01-17 15:00:00,211.25,0.242,148.87174499999998,-62.378255000000024
2018-01-17 16:00:00,212.0,0.007,4.306207499999999,-207.6937925
2018-01-17 17:00:00,202.75,0.0,0.0,-202.75
2018-01-17 18:00:00,186.0,0.0,0.0,-186.0
2018-01-17 19:00:00,155.25,0.0,0.0,-155.25
2018-01-17 20:00:00,127.5,0.0,0.0,-127.5
2018-01-17 21:00:00,113.75,0.0,0.0,-113.75
2018-01-17 22:00:00,98.75,0.0,0.0,-98.75
2018-01-17 23:00:00,93.0,0.0,0.0,-93.0
2018-01-18 00:00:00,87.75,0.0,0.0,-87.75
2018-01-18 01:00:00,83.75,0.0,0.0,-83.75
2018-01-18 02:00:00,83.0,0.0,0.0,-83.0
2018-01-18 03:00:00,81.5,0.0,0.0,-81.5
2018-01-18 04:00:00,80.5,0.0,0.0,-80.5
2018-01-18 05:00:00,81.0,0.0,0.0,-81.0
2018-01-18 06:00:00,85.5,0.0,0.0,-85.5
2018-01-18 07:00:00,108.0,0.125,76.89656249999999,-31.103437500000013
2018-01-18 08:00:00,151.25,0.335,206.08278750000002,54.83278750000002
2018-01-18 09:00:00,183.0,0.409,251.6055525,68.60555249999999
2018-01-18 10:00:00,217.25,0.442,271.906245,54.65624500000001
2018-01-18 11:00:00,229.0,0.449,276.2124524999999,47.21245249999993
2018-01-18 12:00:00,225.5,0.429,263.90900249999993,38.40900249999993
2018-01-18 13:00:00,211.5,0.407,250.37520749999996,38.87520749999996
2018-01-18 14:00:00,211.0,0.373,229.4593425,18.45934249999999
2018-01-18 15:00:00,216.75,0.242,148.87174499999998,-67.87825500000002
